,text,label
570,"строительство ЖК ""Смарт СИТИ"" п. Новинки_x000D_
производство кладочных работ из кирпича и блоков,_x000D_
укладка плитки на стены и полы,_x000D_
устройство полов из линолеума,_x000D_
наклейка обоев, работа с ГВЛ,_x000D_
устройство ""мокрых"" фасадов, с утеплителем и окраской по штукатурке.",0
571,"1. Управление трактором с мощностью свыше 73,5 до 147кВТ(свыше 100 до 200 л.с.);_x000D_
2.",0
572,"Выполнение работ с помощью трактора по указанию руководителя структурного подразделения;_x000D_
3.Выполняет текущий ремонт и участвует в других вида ремонта,прицепного и навесного оборудования.",0
573,"управление трактором при транспортировке различных грузов, машин, механизмов, сооружений разной массы и габаритов.",0
574,Выявление и устранение неисправностей в работе трактора.,0
575,"Наблюдение за погрузкой, креплением и разгрузкой  транспортируемых грузов.",0
576,Штукатур на работу в новостройках Москвы.,0
577,У нас несколько новостроек с большим объемом по полу!,3
578,Инструменты предоставляются!,3
579,"ЗВОНИТЕ ПРЯМО СЕЙЧАС Проживание бесплатно (если рассматриваете вахта Штукатур ) ЕСЛИ ВЫ ВИДИТЕ ЭТО ОБЪЯВЛЕНИЕ, ТО ВАКАНСИЯ АКТУАЛЬНА !Уважаемые Кандидаты, просьба прочесть до конца.",3
580,Приглашаем на работу мастеров с опытом в отделке!,3
581,"ПОЗВОНИТЕ ПРЯМО СЕЙЧАС, мы сможем рассказать об условиях на каждом объекте!",3
582,"ВЫ сможете здесь ЗАРАБОТАТЬ в чистом виде, исходя из выбранного графика и объекта на выбор.",3
583,УСЛОВИЯ: ПИТАНИЕ БЕСПЛАТНО!,0
584,Зарплата без задержек 2 раза в месяц!,2
585,Есть карьерная лестница!,2
586,Для желающих и умеющих есть все шансы для повышения на объекте!,2
587,"Приезжайте с друзьями или хорошими коллегами, работайте в бригада Штукатур / Маляр / Шпаклевщик*!",2
588,"ОФИЦИАЛЬНЫЕ ВЫПЛАТЫ  ОПЛАТА: Зарплата платится без заминок два раза в месяц 6/1 и 7/0 по 8 часов, 1 час перерыва.",0
589,"Опыт работы Штукатур / Штукатур / Шпаклевщик  ЗВОНИТЕ ПРЯМО СЕЙЧАС  Также готовы рассмотреть сотрудников с опытом работы на позициях: штукатур, шпаклевщик, маляр, отделочник",1
590,Работа Штукатур в Москве.,0
591,Вакансия Штукатур в строительстве на чистовую отделку больших объемов!,3
592,Работа!,3
593,"Если вам нужна вахта Штукатур, мы предоставляем бесплатное проживание (по желанию).",3
594,Открыт прием на несколько строительных объектов по Москве на выбор!,3
595,"Большие ставки, готовы давать этажи бригадам!",3
596,Официальный работодатель Гарантируем чеcтнoсть и выпoлнениe вcex уcлoвий!,3
597,"Оформление в день собеседования, выход на работу на следующий день ОПЛАТА ДВАЖДЫ В МЕСЯЦ ОФИЦИАЛЬНО ТРЕБУЕТСЯ Штукатур / Штукатур / Шпаклевщик  ДОБАВЬТЕ ОБЪЯВЛЕНИЕ В ИЗБРАННОЕ, получай свежие предложения о работе.",3
598,"ОПЫТ Штукатур / Штукатур / Шпаклевщик ЕСЛИ ВЫ ВИДИТЕ ЭТО ОБЪЯВЛЕНИЕ, ТО ВАКАНСИЯ АКТУАЛЬНА заинтересовались?",1
599,Оставьте ваш номер в чате!,0
600,Мы перезвоним максимально быстро!,0
601,"Или звоните сами - не стесняйтесь, опередите других!",0
602,"Также готовы рассмотреть сотрудников с опытом работы на позициях: штукатур, шпаклевщик, маляр, отделочник",0
603,Компания ООО &quot;НСМУ&quot; в связи с расширением деятельности и увеличением объема работ набирает специалистов строительных специальностей на большие объемы работ в Москве и Московской области!,3
604,"Находимся в деревне Дудкино, метро - Румянцево.",3
605,Работы в новостройке на объекте строительства.,3
606,"Желательно с опытом работы  Условия: --Постоянно большие объемы работ - найдем чем заняться каждому --График работы 5/2 по 8 часов --Комфортное, ухоженное жилье вблизи объекта --Официальное оформление --Выплаты на карту каждые 2 недели --Специальная рабочая форма --Выдаются необходимые современные инструменты.",1
607,Являемся непосредственным заказчиком.,0
608,Обязанности: проведение отделочных работ грунтование стен выполнение данных поручений,0
609,Работа Штукатур в Москве.,3
610,Вакансия Штукатур в строительстве на чистовую отделку больших объемов!,3
611,Работа!,3
612,"Если вам нужна вахта Штукатур, мы предоставляем бесплатное проживание (по желанию).",3
613,Открыт прием на несколько строительных объектов по Москве на выбор!,3
614,"Большие ставки, готовы давать этажи бригадам!",3
615,Официальный работодатель Гарантируем чеcтнoсть и выпoлнениe вcex уcлoвий!,3
616,"Оформление в день собеседования, выход на работу на следующий день ОПЛАТА ДВАЖДЫ В МЕСЯЦ ОФИЦИАЛЬНО ТРЕБУЕТСЯ Штукатур / Штукатур / Шпаклевщик  ДОБАВЬТЕ ОБЪЯВЛЕНИЕ В ИЗБРАННОЕ, получай свежие предложения о работе.",0
617,"ОПЫТ Штукатур / Штукатур / Шпаклевщик ЕСЛИ ВЫ ВИДИТЕ ЭТО ОБЪЯВЛЕНИЕ, ТО ВАКАНСИЯ АКТУАЛЬНА заинтересовались?",0
618,Оставьте ваш номер в чате!,0
619,Мы перезвоним максимально быстро!,0
620,"Или звоните сами - не стесняйтесь, опередите других!",0
621,"Также готовы рассмотреть сотрудников с опытом работы на позициях: штукатур, шпаклевщик, маляр, отделочник",0
622,РАБОТА Шпаклевщик.,0
623,Инструменты и расходники БЕСПЛАТНО  Мы Прямой работодатель!,0
624,Условия без воды:  - Деньги за трудоустройство не берем!,0
625,- Оформление в день обращения!,2
626,"- Выплаты официальные, 2 раза в месяц  - График работы 5/2 или 6/1 (8 часов)  - Приветствуется работа в бригадах!",0
627,"Также готовы рассмотреть сотрудников с опытом работы на позициях: штукатур, шпаклевщик, маляр, отделочник",3
628,Работа Штукатур - Шпаклевщик в компании ПИК-РЕМОНТ на м.,0
629,Водный Стадион!,0
630,"Мы - технологичная компания, специализирующаяся на комплексных решениях в сфере ремонта помещений.",0
631,Открыт набор для отделочников-штукатуров/маляров/шпаклевщиков!,0
632,"Есть вахта Маляр Условия:   — График работы 5/2 или 6/1, на выбор  — Выплаты официально на карту  — Есть работа с проживанием     — Штукатурка 300 руб м2  — Шпатлевка 1 слой 120 руб м2  — Оставшаяся смета в офисе  — Инструменты выдаются бесплатно  Мы входим в группу компаний &quot;ПИК&quot; и строим систему для управления отделкой с использованием разработанных IT инструментов.",2
633,"Обязанности:  — Выполнение отделочных работ, устройство стяжки, настилка пола (линолеум, паркет, паркетная доска, ламинат) облицовка покрытий плиткой, оклейка перегородок обоями, стеклохолстом и прочее;",0
634,"— Выполнение комплексных малярных работ: высококачественная подготовка стен под покраску, шпатлевка, покраска, штукатурка/выравнивание стен и другие.",0
635,Требования:   — Аналогичный опыт работы от 1 года;,0
636,"— Ответственность, аккуратность, желание развиваться.",1
637,"— Следить за сохранностью покрасочных материалов и инструментов, не допускать повышенного расхода, самостоятельно осуществлять переноску материалов и инструментов на объекте.",1
638,Обязанности: подготовка и производство штукатурных работ.,0
639,Условия: вахта 60/30 в г.Троицк; оплата 300р/час💵; предоставляется спец.одежда🧤🦺проживание в общежитии🏡питание 3х разовое в столовой🍽️ проезд до г.Троицк ( с вычетом билетов из з.п)✈️ АКЦИЯ- приведи друга +3000₽ к З.П,2
640,ЗП 80 т.р. НАКС 100 т.р.  Прямой работодатель.,0
641,"Проезд, проживание, питание.",0
642,Вахта 60/30 На Мосты требуется Сварщики.,0
643,"Условия: - Работа вахтовым методом: 30/30, 60/30 дней и тд. по желанию - Оплачиваем билет до места работы!",0
644,"- Возможна подработка на вахте (оплачиваемые переработки) - Официальное трудоустройство, соц. пакет - Бесплатные обеды прямо на месте работы!",0
645,- Проживание в новом общежитии!,0
646,"Проживание НЕ удерживается, все условия для отдыха холодильники, TV, Wi-Fi (больше подробностей узнавайте у менеджера)  - Выплаты на карту без задержек - Униформу предоставляем бесплатно - з/п Сварщик 80 000 Руб.",0
647,НАКС 100 000 Руб.,0
648,Обязанности: - Работа на основе разработанного плана - Соблюдение режима сварки - Работа с ручной дуговой сваркой и не только ( подробности расскажет мастер)  Требования: - Опыт работы сварщиком!,0
649,- Умение работы ручной дуговой сваркой - Знание работы на полуавтоматах и их настройки - Удостоверение работы сварщиком НАКС будет преимуществом!,0
650,"- Разряд 3-4  🟦 НЕ ЖДИ, ЗВОНИ СЕЙЧАС!",0
651,"🟩  В нашей компании действует акция &quot;ПРИВЕДИ ДРУГА&quot;, премия 4000 руб (если вы приезжаете с другом на вакансию и он отрабатывает не менее 10 смен).",0
652,"Можете сообщить знакомым и друзьям, о наборе специалистов в нашу компанию!",0
653,"Мы ждем соискателя на должность: «Сварщик» : Код вакансии: G-8592374545 Имя менеджера: Полина Мы выдаем: Специализированную одежду Модель рабочей одежды: КСВ-1Б    А так же нужны специалисты: Сварщик,  Электрогазосварщик Газосварщик,  Электросварщик,",0
654,ВАХТА МОНТАЖНИК С БЕСПЛАТНЫМ ПИТАНИЕМ И ПРОЖИВАНИЕМ!,0
655,"Свежая вакансия, ЗАПОЛНЯЕМ БРИГАДУ!",0
656,Работа монтажник от 30 дней.,0
657,Условия: 💡 Питание БЕСПЛАТНОЕ!,0
658,"💡 График вахты ускоренный – 7/0 💡 Комфортное БЕСПЛАТНОЕ проживание с шкафчиками, холодильниками, TV, Wi-Fi, стиральной машиной и остальными обязательными атрибутами для отдыха (ВЫЧЕТОВ за использование НЕТ) 💡 Монтажник вакансии вахта прямых работодателей (ОФИЦИАЛЬНОЕ оформление) в день собеседования – гарантия выплат.",2
659,💡 Спецодежда предоставляется БЕЗ ВЫЧЕТОВ!,2
660,"☎️ НЕ ЖДИ, ЗВОНИ СЕЙЧАС!",0
661,☎️  Необходимый опыт: [+\n+🔴 Монтажные работы (вахта монтажник) болгаркой|🔴 Сварка / связка арматуры (вахта сварщик)|🔴 Заливка бетона с оборудованием (бетонщик вахта)|🔴 Монтажник жбк вахта С БРИГАДИРОМ!|🔴 Есть разное расписание!,0
662,Вахта 30 30 (короткая работа вахтой 30 30); вахта 30 15 (короткая работа вахтой 30 15); вахта 45 30 (средняя работа вахтой 45 30); вахта 60 30 (повышенная работа вахтой 60 30); вахта 90 30 (длительная работа вахтой 90 30).|🔴 Вблизи места проживания находятся МАГАЗИНЫ и БАНКОМАТЫ.|🔴 Любая работа найдется!,2
663,Трудоустройство вахта от прямых работодателей.|🔴 Возможна подработка на вахте (оплачиваемые переработки).|🔴 Оплачиваем проезд в первую выплату!|🔴 Работа вахта ночь / день вахта  Все еще думаешь?,0
664,"ПОЗВОНИ 🟢 или ОТКЛИКНИСЬ нам 🔵, мы ответим на ВСЕ вопросы!",0
665,Мы ждем соискателя на должность:  «Монтажник ЖБК» : Код вакансии: F3592261323 Имя менеджера: Анастасия Мы выдаем: Форму Модель рабочей одежды: &quot;Экосиз-Фаворит-Альт-1&quot;,0
666,"Проезд, проживание, питание.",0
667,"Прямой работодатель.ЗП 80 т.р. НАКС 100 т.р. На Мосты требуется Сварщики.Вахта 60/30   Условия: - Выплаты на карту без задержек - Официальное трудоустройство, соц. пакет - Бесплатные обеды прямо на месте работы! - з/п Сварщик 80 000 Руб.",0
668,НАКС 100 000 Руб. - Проживание в новом общежитии!,0
669,"Проживание НЕ удерживается, все условия для отдыха холодильники, TV, Wi-Fi (больше подробностей узнавайте у менеджера)  - Униформу предоставляем бесплатно - Работа вахтовым методом: 30/30, 60/30 дней и тд. по желанию - Возможна подработка на вахте (оплачиваемые переработки) - Оплачиваем билет до места работы!",0
670,Обязанности: - Соблюдение режима сварки - Работа на основе разработанного плана - Работа с ручной дуговой сваркой и не только ( подробности расскажет мастер)  Требования: - Разряд 3-4 - Опыт работы сварщиком!,0
671,- Удостоверение работы сварщиком НАКС будет преимуществом!,1
672,"- Знание работы на полуавтоматах и их настройки - Умение работы ручной дуговой сваркой  🟦 НЕ ЖДИ, ЗВОНИ СЕЙЧАС!",0
673,"🟩  В нашей компании действует акция &quot;ПРИВЕДИ ДРУГА&quot;, премия 4000 руб (если вы приезжаете с другом на вакансию и он отрабатывает не менее 10 смен).",0
674,"Можете сообщить знакомым и друзьям, о наборе специалистов в нашу компанию!",0
675,"Мы ждем соискателя на должность: «Сварщик» : Код вакансии: Q-9842785886 Имя менеджера: Мария Мы выдаем: Робу Модель рабочей одежды: Ксв-3сп–2,3    А так же нужны специалисты:  Электрогазосварщик Газосварщик,  Электросварщик, Сварщик,",0
676,"Проезд, проживание, питание.",0
677,На Мосты требуется Сварщики.,0
678,"Прямой работодатель.Вахта 60/30   Условия: - Официальное трудоустройство, соц. пакет - Оплачиваем билет до места работы!",0
679,При предоставлении ЖД билета!,2
680,- Выплаты на карту без задержек - Униформу предоставляем бесплатно - Проживание в новом общежитии!,2
681,"Проживание НЕ удерживается, все условия для отдыха TV, Wi-Fi (больше подробностей узнавайте у менеджера)  - Работа вахтовым методом: 60/30 дней и тд. по желанию - Бесплатные обеды!",2
682,Обязанности: - Работа с ручной дуговой сваркой и не только ( подробности расскажет мастер) - Соблюдение режима сварки - Работа на основе разработанного плана  Требования: - Удостоверение работы сварщиком НАКС будет преимуществом!,0
683,- Разряд 3-4 - Знание работы на полуавтоматах и их настройки - Умение работы ручной дуговой сваркой - Опыт работы сварщиком!,1
684,ЗВОНИ СЕЙЧАС!,0
685,Вакансия СРОЧНАЯ!,0
686,"В нашей компании действует акция &quot;ПРИВЕДИ ДРУГА&quot;, премия 4000 руб (если вы приезжаете с другом на вакансию и он отрабатывает не менее 10 смен).",0
687,"Можете сообщить знакомым и друзьям, о наборе специалистов в нашу компанию!",0
688,"Мы ждем соискателя на должность: «Сварщик» : Код вакансии: M-5637583136 Имя менеджера: Нина Мы выдаем: Специализированную одежду Модель рабочей одежды: брезентовый ОП    Приветствуется опыт работы:  Газосварщик, Сварщик,  Электросварщик,  Электрогазосварщик",0
689,На строительство Агро-теплиц в г. Уткина Заводь (Санкт-Петербург) требуется Монтажник  Обязанности:  Монтаж металлоконструкции и прочие виды работы;,0
690,"Помощь сварщикам, слесарям, перенос готовых элементов, подготовка к транспортировке.",0
691,Требования:  Рассмотрим кандидатов без опыта работы.,1
692,"Условия:  График работы: 6/1 11-часовой рабочий день; ч/ч - 250 руб,  Уровень з/п от 70 000 руб;",0
693,Питание на объекте;,2
694,Проживание за счет компании;,2
695,Стабильные выплаты (2 раза в месяц);,0
696,Предоставление спецодежды;,0
697,Компенсация проезда!,0
698,Т Плюс — крупнейший частный энергетический холдинг страны.,3
699,Мы производим и доставляем тепло и свет в миллионы домов России.,3
700,"Каждый день это становится возможным благодаря профессиональной работе тысяч квалифицированных специалистов, которых мы привлекаем со всей страны.",0
701,"Вам предстоит:  · Выполняет пуск, останов, опробование, опрессовку оборудования;",0
702,· Распределяет нагрузки между оборудованием при изменении диспетчерского графика;,0
703,· Делает переключения в тепловых схемах котельного оборудования;,0
704,· Принимает меры к ликвидации аварийных ситуаций в котельном отделении.,0
705,"Мы ожидаем от Вас:  · Высшее либо среднее профессиональное образование (техническое)  · Знание нормативных документов по технической эксплуатации, охране труда, пожарной и промышленной безопасности энергообъектов, схем и инструкций  · Навыки работы с технической документацией и чертежами  · Навыки выполнения производственных операций  · Уверенный пользователь ПК (MS Office)  · Опыт работы не обязателен  Мы предлагаем:  · Место работы – г. Самара, Волжский пр.8/ 116 км  · Конкурентные условия оплаты труда  · График работы сменный  · Корпоративный пакет социальных льгот (ДМС)",1
706,ТРЕБУЮТСЯ БЕТОНЩИКИ В УСТЬ-ЛУГУ  Условия:  - Официальное трудоустройство согласно ТК РФ  - Оплата почасовая  - Своевременные выплаты 2 раза в месяц  - График 7/0  - 10 часовой рабочий день (дневная и ночная смена)  - Бесплатное горячее трёхразовое питание  - Предоставление спец.одежды  - Жильё предоставляется  - Компенсация проезда  Обязанности:  - Вязка арматуры;,2
707,- Бетонные работы  - Опалубка  - Строительство морпорта,2
708,"Монтажник с проживанием Для работы ВАХТОЙ на строительство мостов требуются МОНТАЖНИКИ (можно без опыта работы) ГОРОДА: Курган, Сызрань, Казань, Нижнекамск   📱ПЕРВЫМ 5 ПОЗВОНИВШИМ ПРЕДЛОЖИМ ЛУЧШИЕ УСЛОВИЯ  Мы прямой работодатель!!!",0
709,"УСЛОВИЯ:                                 График работы: Смена по 11 ч (дневные и ночные) минимальная вахта 30 рабочих дней, можно и дольше                                  Авансы: 15 и 30 числа каждого месяца по 5 000 рублей работнику на карту Тинькофф или Альфабанк                                              Спецодежда: Предоставляем спецовку по сезону и обувь                                                          Перечесление з/п:30 числа каждого месяца, ТОЛЬКО на карту Альфа-Банк зарплатный проект , Тинькофф банк                                 Проезд: Бесплатный, корпоративный автобус                                 Заселение: Заселение 24/7                                                          Питание: Обед предоставляется на смене, комплексный обед, выездная кухня                                 Документы для трудоустройства: Паспорт, ИНН, СНИЛС, трудовая книжка (если есть), военный билет   Требования: - Готовность к физической работе;",2
710,- Можно без опыта;,1
711,- Умение пользоваться электроинструментом;,1
712,"- Вязка арматуры, монтаж/демонтаж опалубки, работа с болкаркой (зачистка швов после сварочных работ), помощь бетонщикам в заливке бетона  ВНИМАНИЕ!!! действует АКЦИЯ: приведи друга, отработайте вместе минимальную вахту и тот, кто привел получит премию 4000р. за друга, количество друзей не ограничено).",0
713,"Если Вы заинтересовались данной вакансией, или у Вас возникли вопросы, оставляйте отклик или пишите в сообщении Ваш номер, мы обязательно с Вами свяжемся в ближайшее время!",0
714,"Мы ждем соискателя на должность: «Монтажник с проживанием»: Код вакансии: f-0658 Имя менеджера: Милена Мы выдаем: Спецовку Модель рабочей одежды:НьюДжерси-70  Нажимайте «откликнуться» на объявление и смотрите другие вакансии в нашем профиле  Как еще можно найти работу: бригада монтажников,вакансии монтажник,вакансии работы,монтажником,монтажник,монтажник вакансии вахта,монтажник дверей,монтажник наружных, монтажник оборудования, монтажник окон пвх, монтажник прямых работодателей, монтажник работодателей, монтажник рэа, монтажник систем, монтажник технологических, монтажник технологических трубопроводов, монтажник трубопроводов,монтажники конструкций,прибор монтажника,работа монтажником,разряды монтажников,слесарь монтажник",0
715,❗❗❗Требуются бетонщики ВАХТОВЫМ методом работы в НОВОСИБИРСК!,0
716,"БЕСПЛАТНОЕ ПРОЖИВАНИЕ (со всеми удобствами, без живностей)  3-Х РАЗОВОЕ ПИТАНИЕ!",0
717,Ставка почасовая  🚉БЕСПЛАТНЫЙ ПРОЕЗД С ВАШЕГО ГОРОДА ДО ОБЪЕКТА И ОБРАТНО!!!,0
718,✔️ Требования:  — Опыт работы от 2-х лет  ✔️ Обязанности:  — Заливка бетона  ✔️ Условия:  ПРЯМОЙ РАБОТОДАТЕЛЬ!,1
719,УДЕРЖАНИЙ НИКАКИХ НЕТ!!!,2
720,— Оплата с первого дня;,2
721,— Полностью официальное оформление по ТК;,2
722,"— БЕСПЛАТНОЕ проживание в квартире (условия хорошие, без живностей.",2
723,Все для комфортного проживания предоставляется!);,2
724,— Спецодежда выдается бесплатно;,2
725,— Стабильная работа без задержек;,2
726,"— Работа вахтовым методом на выбор 60/30, 90/30.",2
727,— Корпоративный транспорт от места проживания до работы и обратно;,2
728,Продление вахты возможно на месте.,2
729,90% сотрудников продлевают вахту и остаются с нами.,2
730,Присоединяйтесь к нашей дружной команде!,2
731,Звоните и пишите в удобное для вас время!,2
732,"Также рассмотрим кандидатов на такие должности, как: каменщик, монтажник ТТ, монтажник НТ",3
733,"Описание работодателя: Автомобильный завод Тульская обл. г. Тула  Условия:  📍Вахта 60/30, 6/1 11 часовая смена  📍Проживание ЗА СЧЕТ КОМПАНИИ в хостеле.",0
734,📍полноценный обед ЗА СЧЕТ КОМПАНИИ.,2
735,📍Проезд ЗА СЧЕТ КОМПАНИИ.,2
736,"(до 2500,00 за билет)  📍Предоставляется спецодежда, обувь, инструменты и средства индивидуальной защиты.",2
737,📍Предоставляется вахта до объекта.,2
738,"ЗАРАБОТНАЯ ПЛАТА:  - 💡 357,00 руб. в час  Уровень заработной платы зависит от выполнения плана, объема и качества выполняемых работ.",2
739,• Медосмотр за счет организации.,2
740,"Обязанности: - Выполнение сборочных/монтажных операций на конвейерной линии участков цеха сборки автомобилей, установка деталей и др. элементов в кузов автомобиля с (без) использованием ручного инструмента.",0
741,Условия:  - Оформление в соответствии с ТК РФ;,0
742,"- Оплачиваемые больничные, отпуска;",0
743,- Полностью белая компания!,0
744,"- Стабильная заработная плата 2 раза в месяц - Оклад 70.000 руб. до вычета налога  Обязанности:  - Работа разъездного характера (рабочий транспорт предоставляем) - Выезд и устранение аварии планово-предупредительный и текущий ремонт отопления, водоснабжения и водостоков;",0
745,Требования;,0
746,"- Опыт работы слесаря-сантехника( уметь работать с электроинструментом, с полипропиленовыми трубами и фитингами, Методы монтажа,демонтажа и ремонта.",1
747,"В строительную компанию требуется штукатуры-маляры (возможно, готовые бригады).",0
748,Требования:  - Опыт работы от 1 года  - Дисциплина  - Ответственность  Обязанности:  - Внутренние отделочные работы ТРЦ.,1
749,"Условия:  - Еженедельные выплаты  - Без задержек ЗП  - Адекватное руководство  - Инструмент наш, с вас только желание работать и зарабатывать!",2
750,Если у вас есть опыт и вы ищете стабильность и постоянство - звоните или откликайтесь на вакансию!,2
751,На автомобильное производство в городе Ульяновск требуется Шлифовщик (мужчины/женщины)  Требования:  — Можно без опыта работы;,0
752,— Желание работать.,1
753,Обязанности:  — Подготовка кузова к покраске;,1
754,— Шлифовка кузова (работа болгаркой и шлиф. машинкой).,0
755,— Условия:   — График работы: 5/2 по 8 часов (возможны переработки и выходы по субботам);,0
756,— Почасовая оплата труда 300 рублей в час;,2
757,— Трудоустройство официальное;,2
758,— Соц. пакет;,2
759,— Компенсация проезда;,2
760,— Иногородним бесплатное жильё;,2
761,"— Зарплата без задержек, каждые две недели;",2
762,— Медосмотр за счёт организации;,2
763,— В первый рабочий день выдается спецодежда.,2
764,Ждём Вас у нас на производстве,0
765,ВАХТА МОНТАЖНИК С БЕСПЛАТНЫМ ПИТАНИЕМ И ПРОЖИВАНИЕМ!,0
766,"Свежая вакансия, ЗАПОЛНЯЕМ БРИГАДУ!",0
767,Работа монтажник от 30 дней.,0
768,Условия: 💡 Монтажник вакансии вахта прямых работодателей (ОФИЦИАЛЬНОЕ оформление) в день собеседования – гарантия выплат.,0
769,"💡 График вахты ускоренный – 7/0 💡 Комфортное БЕСПЛАТНОЕ проживание с шкафчиками, холодильниками, TV, Wi-Fi, стиральной машиной и остальными обязательными атрибутами для отдыха (ВЫЧЕТОВ за использование НЕТ) 💡 Питание БЕСПЛАТНОЕ!",2
770,💡 Спецодежда предоставляется БЕЗ ВЫЧЕТОВ!,2
771,"☎️ НЕ ЖДИ, ЗВОНИ СЕЙЧАС!",0
772,☎️  Необходимый опыт: [+\n+🔴 Монтажные работы (вахта монтажник) болгаркой|🔴 Сварка / связка арматуры (вахта сварщик)|🔴 Заливка бетона с оборудованием (бетонщик вахта)|🔴 Монтажник жбк вахта С БРИГАДИРОМ!|🔴 Есть разное расписание!,1
773,Вахта 30 30 (короткая работа вахтой 30 30); вахта 30 15 (короткая работа вахтой 30 15); вахта 45 30 (средняя работа вахтой 45 30); вахта 60 30 (повышенная работа вахтой 60 30); вахта 90 30 (длительная работа вахтой 90 30).|🔴 Вблизи места проживания находятся МАГАЗИНЫ и БАНКОМАТЫ.|🔴 Любая работа найдется!,0
774,Трудоустройство вахта от прямых работодателей.|🔴 Возможна подработка на вахте (оплачиваемые переработки).|🔴 Оплачиваем проезд в первую выплату!|🔴 Работа вахта ночь / день вахта  Все еще думаешь?,0
775,"ПОЗВОНИ 🟢 или ОТКЛИКНИСЬ нам 🔵, мы ответим на ВСЕ вопросы!",0
776,Мы ждем соискателя на должность:  «Монтажник без опыта»: Код вакансии: H3352911613 Имя менеджера: Дарья Мы выдаем: Специализированную одежду Модель рабочей одежды: &quot;Экосиз-Стандарт&quot;,0
777,"Проезд, проживание, питание.",0
778,ЗП 80 т.р. НАКС 100 т.р. Вахта 60/30  Прямой работодатель.На Мосты требуется Сварщики.,0
779,Условия: - Оплачиваем билет до места работы!,0
780,"- Униформу предоставляем бесплатно - Возможна подработка на вахте (оплачиваемые переработки) - Работа вахтовым методом: 30/30, 60/30 дней и тд. по желанию - Бесплатные обеды прямо на месте работы!",2
781,- Проживание в новом общежитии!,2
782,"Проживание НЕ удерживается, все условия для отдыха холодильники, TV, Wi-Fi (больше подробностей узнавайте у менеджера)  - Выплаты на карту без задержек - Официальное трудоустройство, соц. пакет - з/п Сварщик 80 000 Руб.",0
783,НАКС 100 000 Руб.,0
784,Обязанности: - Соблюдение режима сварки - Работа с ручной дуговой сваркой и не только ( подробности расскажет мастер) - Работа на основе разработанного плана  Требования: - Знание работы на полуавтоматах и их настройки - Опыт работы сварщиком!,0
785,- Умение работы ручной дуговой сваркой - Удостоверение работы сварщиком НАКС будет преимуществом!,1
786,"- Разряд 3-4  🟦 НЕ ЖДИ, ЗВОНИ СЕЙЧАС!",0
787,"🟩  В нашей компании действует акция &quot;ПРИВЕДИ ДРУГА&quot;, премия 4000 руб (если вы приезжаете с другом на вакансию и он отрабатывает не менее 10 смен).",3
788,"Можете сообщить знакомым и друзьям, о наборе специалистов в нашу компанию!",3
789,"Мы ждем соискателя на должность:  «Электрогазосварщик» : Код вакансии: Y-6879919445 Имя менеджера: Валентина Мы выдаем: Специализированную одежду Модель рабочей одежды: брезентовый ОП    А так же нужны специалисты:  Электросварщик,  Газосварщик, Сварщик,  Электрогазосварщик",3
790,Прямой работодатель.,0
791,В связи с большим увеличения заказа срочно набираем дополнительно специалистов!!!,0
792,"Работаем с множеством объектов по РФ, СРОЧНЫЙ набор в связи с расширением объекта ведется в города Самарской области, Сызрань и Нижнекамск!!!",0
793,Требуются монтажники и разнорабочие на объект с питанием и проживанием.,0
794,Требования:  ✏️Рассматриваем без опыта работы!,0
795,(всему необходимому научим)  ✏️Желание работать и зарабатывать  Обязанности:  ✏️Бригадная работа под руководством мастера.,1
796,"✏️Монтажные, бетонно-арматурные работы, подсобные виды работ.",1
797,"Условия:  🔥График вахты выбираете сами 30/30, 60/30  🔥Компенсация затрат на проезд.",0
798,"🔥Карьерный рост 🔥Своевременная и стабильная заработная плата, без задержек; выплаты строго 2 раза в месяц; на карту.",2
799,Фиксированная ставка без скрытых вычетов.,2
800,🔥Официальное трудоустройство по ТК РФ.,2
801,Трудоустройство официальное с первого дня.,2
802,"🔥Проживание (бесплатно) в квартирах за счет организации, по 2 человека в комнате, в шаговой доступности от производства.",2
803,🔥Предоставляется спецодежда.,2
804,(БЕЗ вычетов с з/п)  🔥Медосмотр на объекте бесплатно!,2
805,"🔥Питание за счет работодателя  ⚠️Пока идет строчный набор действует акция &quot;ПРИВЕДИ ДРУГА&quot;, премия 4000 руб .",0
